image,image_url,product_id,title,color,fit,pattern,material,price,rating,category,product_url
00141.webp,https://d2wbq7o4qxi60y.cloudfront.net/9242087882914/1-800.webp,9242087882914,Street FC No Mercy Oversized Polo T-Shirt,['Black'],Oversized Fit,Embroidered,Cotton Blend,1299.0,4.3,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/oversized-polo-t-shirt-4mst3252-01/9242087882914/buy
00142.webp,https://d2wbq7o4qxi60y.cloudfront.net/9214312415394/1-800.webp,9214312415394,Slim Fit Stretch T-Shirt,['Blue'],Slim Fit,Plain,Cotton Blend,1099.0,4.4,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/slim-fit-stretch-t-shirt-4rn005-07/9214312415394/buy
00143.webp,https://d2wbq7o4qxi60y.cloudfront.net/8954501267618/1-800.webp,8954501267618,Slim Fit Stretch T-Shirt,['Maroon'],Slim Fit,Plain,Cotton Blend,1099.0,4.2,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/slim-fit-stretch-t-shirt-4rn005-10/8954501267618/buy
00144.webp,https://d2wbq7o4qxi60y.cloudfront.net/9222067323042/1-800.webp,9222067323042,100% Cotton Oversized T-Shirt,['Maroon'],Oversized Fit,Plain,Cotton,1099.0,4.3,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/oversized-100-cotton-t-shirt-4rn002-04/9222067323042/buy
00145.webp,https://d2wbq7o4qxi60y.cloudfront.net/9214324605090/1-800.webp,9214324605090,100% Cotton Oversized T-Shirt,['Blue'],Oversized Fit,Plain,Cotton,1099.0,4.2,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/oversized-100-cotton-t-shirt-4rn002-11/9214324605090/buy
00146.webp,https://d2wbq7o4qxi60y.cloudfront.net/8954501136546/1-800.webp,8954501136546,Slim Fit Stretch T-Shirt,['Peach'],Slim Fit,Plain,Cotton Blend,1099.0,4.1,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/slim-fit-stretch-t-shirt-4rn005-04/8954501136546/buy
00147.webp,https://d2wbq7o4qxi60y.cloudfront.net/8954501071010/1-800.webp,8954501071010,Slim Fit Stretch T-Shirt,['Navy'],Slim Fit,Plain,Cotton Blend,1099.0,4.2,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/slim-fit-stretch-t-shirt-4rn005-02/8954501071010/buy
00148.webp,https://d2wbq7o4qxi60y.cloudfront.net/9214324474018/1-800.webp,9214324474018,100% Cotton Oversized T-Shirt,['Green'],Oversized Fit,Plain,Cotton,1099.0,4.4,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/oversized-100-cotton-t-shirt-4rn002-08/9214324474018/buy
00149.webp,https://d2wbq7o4qxi60y.cloudfront.net/9165909459106/1-800.webp,9165909459106,100% Cotton Oversized T-Shirt,['Pink'],Oversized Fit,Plain,Cotton,1099.0,4.3,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/oversized-100-cotton-t-shirt-4rn002-10/9165909459106/buy
00150.webp,https://d2wbq7o4qxi60y.cloudfront.net/8104914354338/1-800.webp,8104914354338,Paladin Blue Polo T-Shirt,['Blue'],Slim Fit,"Textured, Self-Design",Cotton,1129.0,4.5,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/paladin-blue-polo-t-shirt/8104914354338/buy
00151.webp,https://d2wbq7o4qxi60y.cloudfront.net/8160835895458/1-800.webp,8160835895458,Quintet Black Polo T-Shirt,['Black'],Slim Fit,"Textured, Self-Design",Polyester,1129.0,4.5,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/quintet-black-polo-t-shirt/8160835895458/buy
00152.webp,https://d2wbq7o4qxi60y.cloudfront.net/8101915951266/1-800.webp,8101915951266,Crochet Beige Polo T-Shirt,['Beige'],Slim Fit,Plain,Cotton,1219.0,4.5,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/crochet-beige-polo-t-shirt/8101915951266/buy
00153.webp,https://d2wbq7o4qxi60y.cloudfront.net/8840018788514/1-800.webp,8840018788514,Oversized Polo Sweatshirt,['Blue'],Oversized Fit,Plain,Cotton,1399.0,4.6,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/regular-fit-100-cotton-sweatshirt-4msws0002-02/8840018788514/buy
00154.webp,https://d2wbq7o4qxi60y.cloudfront.net/8457227305122/1-800.webp,8457227305122,Powder Blue Zipper Polo T-Shirt,['Blue'],Slim Fit,Plain,Cotton,1129.0,4.5,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/powder-blue-zipper-polo-t-shirt-4mst2418-02/8457227305122/buy
00155.webp,https://d2wbq7o4qxi60y.cloudfront.net/8065544847522/1-800.webp,8065544847522,Nordic Beige Polo T-Shirt,['Beige'],Slim Fit,"Textured, Self-Design",Cotton,1299.0,4.4,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/nordic-beige-polo-t-shirt/8065544847522/buy
00156.webp,https://d2wbq7o4qxi60y.cloudfront.net/9235522748578/1-800.webp,9235522748578,Oversized Stretch Polo Shirt,['Black'],Oversized Fit,Textured,Poly Blend,1399.0,4.2,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/stretch-oversized-ribbed-shirt-4mss4274-06/9235522748578/buy
00157.webp,https://d2wbq7o4qxi60y.cloudfront.net/9235522617506/1-800.webp,9235522617506,Oversized Stretch Polo Shirt,['Grey'],Oversized Fit,Textured,Poly Blend,1399.0,4.3,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/stretch-oversized-ribbed-shirt-4mss4274-03/9235522617506/buy
00158.webp,https://d2wbq7o4qxi60y.cloudfront.net/8209523146914/1-800.webp,8209523146914,Pinnacle Navy Polo T-Shirt,['Navy'],Slim Fit,"Textured, Self-Design",Polyester,999.0,4.4,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/pinnacle-navy-polo-t-shirt/8209523146914/buy
00159.webp,https://d2wbq7o4qxi60y.cloudfront.net/8840018722978/1-800.webp,8840018722978,Oversized Polo Sweatshirt,['Grey'],Oversized Fit,Plain,Cotton,1399.0,4.5,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/regular-fit-100-cotton-sweatshirt-4msws0002-01/8840018722978/buy
00160.webp,https://d2wbq7o4qxi60y.cloudfront.net/9235522519202/1-800.webp,9235522519202,Oversized Stretch Polo Shirt,['Navy'],Oversized Fit,Textured,Poly Blend,1399.0,4.3,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/stretch-oversized-ribbed-shirt-4mss4274-01/9235522519202/buy
00161.webp,https://d2wbq7o4qxi60y.cloudfront.net/9235522650274/1-800.webp,9235522650274,Oversized Stretch Polo Shirt,['Mauve'],Oversized Fit,Textured,Poly Blend,1399.0,4.2,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/stretch-oversized-ribbed-shirt-4mss4274-04/9235522650274/buy
00162.webp,https://d2wbq7o4qxi60y.cloudfront.net/8160835928226/1-800.webp,8160835928226,Quintet White Polo T-Shirt,['White'],Slim Fit,"Textured, Self-Design",Polyester,1129.0,4.5,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/quintet-white-polo-t-shirt/8160835928226/buy
00163.webp,https://d2wbq7o4qxi60y.cloudfront.net/8460202639522/1-800.webp,8460202639522,PINK Zipper Polo T-Shirt,['White'],Slim Fit,Plain,Cotton,1129.0,4.5,T-Shirts | POLO,https://www.snitch.com/men-t-shirts/white-zipper-polo-t-shirt-4mst2418-03/8460202639522/buy
