image,image_url,product_id,title,color,fit,pattern,material,price,rating,category,product_url
00484.webp,https://d2wbq7o4qxi60y.cloudfront.net/8676753735842/1-800.webp,8676753735842,Navy Blue Solid Sneakers,['Navy Blue'],,Solid,Suede Leather & Mesh,2299.0,4.1,Footwear,https://www.snitch.com/men-shoes/navy-blue-solid-sneakers-sh0121-02/8676753735842/buy
00485.webp,https://d2wbq7o4qxi60y.cloudfront.net/8569225314466/1-800.webp,8569225314466,Brown Textured Loafers,['Brown'],,Textured,Faux Leather,1999.0,4.4,Footwear,https://www.snitch.com/men-shoes/brown-textured-loafers-sh0108-02/8569225314466/buy
00486.webp,https://d2wbq7o4qxi60y.cloudfront.net/8569142018210/1-800.webp,8569142018210,Navy Blue Textured Loafers,['Navy Blue'],,Textured,Faux Leather,2099.0,4.5,Footwear,https://www.snitch.com/men-shoes/navy-blue-textured-loafers-sh0113-03/8569142018210/buy
00487.webp,https://d2wbq7o4qxi60y.cloudfront.net/8666070057122/1-800.webp,8666070057122,White Color Block Sneakers,['White'],,Color Block,PU,2199.0,4.5,Footwear,https://www.snitch.com/men-shoes/white-color-block-sneakers-4msh0133-02/8666070057122/buy
00488.webp,https://d2wbq7o4qxi60y.cloudfront.net/8666063732898/1-800.webp,8666063732898,Rouge Suede Red Sneakers,['Red'],,Solid with contrast stripe,Synthetic Suede,1999.0,4.6,Footwear,https://www.snitch.com/men-shoes/red-solid-with-contrast-stripe-casual-shoes-4msh0136-02/8666063732898/buy
00489.webp,https://d2wbq7o4qxi60y.cloudfront.net/8673931985058/1-800.webp,8673931985058,Black Solid Sneakers,['Black'],,Solid,Faux Leather,2199.0,4.6,Footwear,https://www.snitch.com/men-shoes/black-solid-sneakers-sh0132-01/8673931985058/buy
00490.webp,https://d2wbq7o4qxi60y.cloudfront.net/8904874000546/1-800.webp,8904874000546,Navy Blue Lace up Boat Shoes,['Navy Blue'],,Solid,Vegan Leather,2299.0,4.4,Footwear,https://www.snitch.com/men-shoes/navy-blue-solid-casual-shoes-sh0171-01/8904874000546/buy
00491.webp,https://d2wbq7o4qxi60y.cloudfront.net/8666953187490/1-800.webp,8666953187490,White Solid High Ankle Sneakers,['White'],,Solid,Synthetic leather,2299.0,5.0,Footwear,https://www.snitch.com/men-shoes/white-solid-high-ankle-sneakers-4msh0131-02/8666953187490/buy
00492.webp,https://d2wbq7o4qxi60y.cloudfront.net/8666064912546/1-800.webp,8666064912546,Green Textured Sneakers,['Green'],,Textured and Ribbed,Mesh,2199.0,4.4,Footwear,https://www.snitch.com/men-shoes/green-textured-sneakers-4msh0122-01/8666064912546/buy
00493.webp,https://d2wbq7o4qxi60y.cloudfront.net/8569225609378/1-800.webp,8569225609378,Olive Textured Canvas Shoes,['Olive'],,Textured,Synthetic,1999.0,4.4,Footwear,https://www.snitch.com/men-shoes/olive-textured-canvas-shoes-sh0110-02/8569225609378/buy
00494.webp,https://d2wbq7o4qxi60y.cloudfront.net/8569141985442/1-800.webp,8569141985442,Brown Textured Loafers,['Brown'],,Textured,Faux Leather,2099.0,4.5,Footwear,https://www.snitch.com/men-shoes/brown-textured-loafers-sh0113-02/8569141985442/buy
00495.webp,https://d2wbq7o4qxi60y.cloudfront.net/8903490928802/1-800.webp,8903490928802,Black Oxford Shoes,['Black'],,Perforated,Vegan Leather,2299.0,4.5,Footwear,https://www.snitch.com/men-shoes/black-perforated-formal-shoes-sh0178-01/8903490928802/buy
00496.webp,https://d2wbq7o4qxi60y.cloudfront.net/8904874131618/1-800.webp,8904874131618,Brown Lace up Boat Shoes,['Brown'],,Solid,Vegan Leather,2299.0,4.5,Footwear,https://www.snitch.com/men-shoes/brown-solid-casual-shoes-sh0171-03/8904874131618/buy
00497.webp,https://d2wbq7o4qxi60y.cloudfront.net/8916119191714/1-800.webp,8916119191714,Brown Solid Loafers,['Brown'],,Plain,Synthetic leather,3299.0,4.3,Footwear,https://www.snitch.com/men-shoes/brown-plain-formal-shoes-sh0038-02/8916119191714/buy
00498.webp,https://d2wbq7o4qxi60y.cloudfront.net/8845865517218/1-800.webp,8845865517218,Aero Cream and Mustard Sneakers,['Cream'],,Solid with Stripes,PU+Suede,2049.0,5.0,Footwear,https://www.snitch.com/men-shoes/white-solid-with-stripes-sneakers-sh0169-02/8845865517218/buy
00499.webp,https://d2wbq7o4qxi60y.cloudfront.net/8666072350882/1-800.webp,8666072350882,Blue Solid Loafers,['Blue'],,Solid,Faux suede,2299.0,4.7,Footwear,https://www.snitch.com/men-shoes/blue-solid-loafers-4msh0149-01/8666072350882/buy
00500.webp,https://d2wbq7o4qxi60y.cloudfront.net/8295159234722/1-800.webp,8295159234722,Vertix Navy Cargo Pant,['Navy'],Slim Fit,Plain,Cotton,959.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/vertix-navy-cargo-pant/8295159234722/buy
00501.webp,https://d2wbq7o4qxi60y.cloudfront.net/8052065435810/1-800.webp,8052065435810,Everett Black Cargo Pant,['Charcoal Grey'],Relaxed Fit,Plain,Cotton Blend,845.0,4.4,Cargo pants,https://www.snitch.com/men-cargos/everett-black-cargo-pant/8052065435810/buy
00502.webp,https://d2wbq7o4qxi60y.cloudfront.net/8879282225314/1-800.webp,8879282225314,6 Pocket Baggy Cargo Jeans,['Olive'],Baggy Fit,Plain,Cotton,1199.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/100-cotton-baggy-six-pockets-cargo-pants-4mso4722-02/8879282225314/buy
00503.webp,https://d2wbq7o4qxi60y.cloudfront.net/8564767031458/1-800.webp,8564767031458,Black Relaxed Fit Cargo,['Black'],Relaxed Fit,Plain,Nylon Blend,899.0,4.4,Cargo pants,https://www.snitch.com/men-cargos/black-relaxed-fit-cargo-4mso4613-02/8564767031458/buy
00504.webp,https://d2wbq7o4qxi60y.cloudfront.net/8112043688098/1-800.webp,8112043688098,Starkie Olive Cargo Pant,['Olive'],Relaxed Fit,Plain,Cotton Blend,845.0,4.4,Cargo pants,https://www.snitch.com/men-cargos/starkie-olive-cargo-pant/8112043688098/buy
00505.webp,https://d2wbq7o4qxi60y.cloudfront.net/8052024344738/1-800.webp,8052024344738,Everett Light Grey Pant,['Off White'],Regular Fit,Plain,Cotton Blend,845.0,4.4,Cargo pants,https://www.snitch.com/men-cargos/everett-light-grey-pant/8052024344738/buy
00506.webp,https://d2wbq7o4qxi60y.cloudfront.net/8295162609826/1-800.webp,8295162609826,Vertix Olive Cargo Pant,['Olive'],Slim Fit,Plain,Cotton,959.0,4.6,Cargo pants,https://www.snitch.com/men-cargos/vertix-olive-cargo-pant/8295162609826/buy
00507.webp,https://d2wbq7o4qxi60y.cloudfront.net/8601822101666/1-800.webp,8601822101666,Black Mid Rise Relaxed Fit Cargo Pants,['Black'],Relaxed Fit,Solid,Polyester,1295.0,4.4,Cargo pants,https://www.snitch.com/men-cargos/black-mid-rise-relaxed-fit-cargo-pants-4mso4650-04/8601822101666/buy
00508.webp,https://d2wbq7o4qxi60y.cloudfront.net/8147016384674/1-800.webp,8147016384674,Cullin Black Corduroy Cargo Pant,['Navy'],Relaxed Fit,Textured,Polyester,839.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/cullin-black-corduroy-cargo-pant/8147016384674/buy
00509.webp,https://d2wbq7o4qxi60y.cloudfront.net/7903235866786/1-800.webp,7903235866786,Hip Hop Dark Blue Baggy Cargo Jeans,['Navy'],Baggy Fit,Plain,Cotton,1019.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/hip-hop-dark-blue-baggy-cargo-jeans/7903235866786/buy
00510.webp,https://d2wbq7o4qxi60y.cloudfront.net/8052023918754/1-800.webp,8052023918754,Everett Grey Cargo Pant,['Grey'],Relaxed Fit,Plain,Cotton Blend,845.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/everett-grey-cargo-pant/8052023918754/buy
00511.webp,https://d2wbq7o4qxi60y.cloudfront.net/8873253798050/1-800.webp,8873253798050,6 Pocket Washed Baggy Cargo Jeans,['Blue'],Baggy Fit,Plain,Cotton,1079.0,4.4,Cargo pants,https://www.snitch.com/men-cargos/denim-100-cotton-six-pockets-baggy-cargo-pants-4mso4707-02/8873253798050/buy
00512.webp,https://d2wbq7o4qxi60y.cloudfront.net/8536878055586/1-800.webp,8536878055586,Black Corduroy Baggy Fit Cargo,['Black'],Baggy Fit,"Textured, Self-Design",Polyester,1499.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/black-corduroy-baggy-fit-cargo-4mso4630-05/8536878055586/buy
00513.webp,https://d2wbq7o4qxi60y.cloudfront.net/8899669164194/1-800.webp,8899669164194,6 Pocket Baggy Cargo Jeans,['Grey'],Baggy Fit,Plain,Cotton,1199.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/100-cotton-baggy-six-pockets-cargo-pants-4mso4722-03/8899669164194/buy
00514.webp,https://d2wbq7o4qxi60y.cloudfront.net/8112043131042/1-800.webp,8112043131042,Starkie Ash Grey Cargo Pant,['Grey'],Slim Fit,Plain,Cotton Blend,1409.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/starkie-ash-grey-cargo-pant/8112043131042/buy
00515.webp,https://d2wbq7o4qxi60y.cloudfront.net/8868135862434/1-800.webp,8868135862434,6 Pocket Baggy Cargo Jeans,['Beige'],Baggy Fit,Plain,Cotton,1199.0,4.4,Cargo pants,https://www.snitch.com/men-cargos/100-cotton-baggy-six-pockets-cargo-pants-4mso4722-01/8868135862434/buy
00516.webp,https://d2wbq7o4qxi60y.cloudfront.net/9214318837922/1-800.webp,9214318837922,SNITCH X SIRAJ Wide Leg Cargo Pants,['Black'],Baggy Fit,Plain,Cotton,2199.0,4.4,Cargo pants,https://www.snitch.com/men-cargos/100-cotton-six-pockets-baggy-textured-cargo-pants-4ca004-01/9214318837922/buy
00517.webp,https://d2wbq7o4qxi60y.cloudfront.net/8935862894754/1-800.webp,8935862894754,100% Nylon 6 Pocket Baggy Cargo Pants,['Black'],Baggy Fit,Self-Design,Nylon,1499.0,4.2,Cargo pants,https://www.snitch.com/men-cargos/100-nylon-six-pockets-baggy-self-design-cargo-pants-4mso4708-05/8935862894754/buy
00518.webp,https://d2wbq7o4qxi60y.cloudfront.net/9214321950882/1-800.webp,9214321950882,6 Pocket Baggy Cargo Pants,['Brown'],Baggy Fit,Plain,Polyester,2299.0,4.2,Cargo pants,https://www.snitch.com/men-cargos/baggy-six-pockets-washed-cargo-pants-4mso4714-02/9214321950882/buy
00519.webp,https://d2wbq7o4qxi60y.cloudfront.net/8873253765282/1-800.webp,8873253765282,6 Pocket Washed Baggy Cargo Jeans,['Blue'],Baggy Fit,Plain,Cotton,1079.0,5.0,Cargo pants,https://www.snitch.com/men-cargos/denim-100-cotton-six-pockets-baggy-cargo-pants-4mso4707-01/8873253765282/buy
00520.webp,https://d2wbq7o4qxi60y.cloudfront.net/8769689911458/1-800.webp,8769689911458,Stretch 6 Pocket Baggy Cargo Pants,['Navy'],Baggy Fit,Plain,Poly Blend,899.0,4.7,Cargo pants,https://www.snitch.com/men-cargos/stretch-six-pockets-baggy-cargo-pants-4mso4710-01/8769689911458/buy
00521.webp,https://d2wbq7o4qxi60y.cloudfront.net/8706854224034/1-800.webp,8706854224034,Stretch Regular Fit Cargo Pants,['Black'],Regular Fit,Plain,Nylon Blend,1127.0,4.8,Cargo pants,https://www.snitch.com/men-cargos/stretch-regular-fit-cargo-pants-4mso4717-05/8706854224034/buy
00522.webp,https://d2wbq7o4qxi60y.cloudfront.net/8892230303906/1-800.webp,8892230303906,6 Pocket Baggy Cargo Jeans,['Black'],Baggy Fit,Plain,Cotton,1199.0,4.4,Cargo pants,https://www.snitch.com/men-cargos/100-cotton-baggy-six-pockets-cargo-pants-4mso4722-04/8892230303906/buy
00523.webp,https://d2wbq7o4qxi60y.cloudfront.net/8879282094242/1-800.webp,8879282094242,6 Pocket Washed Baggy Cargo Jeans,['Blue'],Baggy Fit,Plain,Cotton,1079.0,4.9,Cargo pants,https://www.snitch.com/men-cargos/denim-100-cotton-six-pockets-baggy-cargo-pants-4mso4707-03/8879282094242/buy
00524.webp,https://d2wbq7o4qxi60y.cloudfront.net/8937667100834/1-800.webp,8937667100834,100% Nylon 6 Pocket Baggy Cargo Pants,['Off White'],Baggy Fit,Self-Design,Nylon,1499.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/100-nylon-six-pockets-baggy-self-design-cargo-pants-4mso4708-01/8937667100834/buy
00525.webp,https://d2wbq7o4qxi60y.cloudfront.net/8627393822882/1-800.webp,8627393822882,Black Regular Fit Cargo Carpenter Pants,['Black'],Regular Fit,Solid,Cotton Blend,1295.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/black-regular-fit-cargo-carpenter-pants-4c-so0019-01/8627393822882/buy
00526.webp,https://d2wbq7o4qxi60y.cloudfront.net/9214321852578/1-800.webp,9214321852578,6 Pocket Baggy Cargo Pants,['Grey'],Baggy Fit,Plain,Polyester,2299.0,4.2,Cargo pants,https://www.snitch.com/men-cargos/baggy-six-pockets-washed-cargo-pants-4mso4714-01/9214321852578/buy
00527.webp,https://d2wbq7o4qxi60y.cloudfront.net/8783934488738/1-800.webp,8783934488738,9 Pocket Baggy Cargo Jeans,['Navy'],Baggy Fit,Plain,Cotton Blend,1319.0,4.3,Cargo pants,https://www.snitch.com/men-cargos/six-pockets-baggy-cargo-pants-4mso4700-02/8783934488738/buy
00528.webp,https://d2wbq7o4qxi60y.cloudfront.net/8896657129634/1-800.webp,8896657129634,6 Pocket Blue Cargo Jeans,['Blue'],Baggy Fit,Plain,Cotton,1139.0,4.6,Cargo pants,https://www.snitch.com/men-cargos/baggy-100-cotton-six-pockets-cargo-pants-4mso4680-01/8896657129634/buy
00529.webp,https://d2wbq7o4qxi60y.cloudfront.net/8700942909602/1-800.webp,8700942909602,Loose Fit Cargo Pants,['Black'],Loose Fit,Plain,Cotton Blend,1127.0,4.7,Cargo pants,https://www.snitch.com/men-cargos/loose-fit-black-cargo-pants-4mso4667-04/8700942909602/buy
00530.webp,https://d2wbq7o4qxi60y.cloudfront.net/8723833815202/1-800.webp,8723833815202,Baggy Fit Cargo Pants,['Black'],Baggy Fit,Plain,Polyester,1409.0,4.6,Cargo pants,https://www.snitch.com/men-cargos/baggy-six-pockets-cargo-pants-4mso4587-01/8723833815202/buy
00531.webp,https://d2wbq7o4qxi60y.cloudfront.net/8731083866274/1-800.webp,8731083866274,Straight Fit Twill Cargo Pants,['Navy'],Straight Fit,Plain,Cotton,1127.0,4.8,Cargo pants,https://www.snitch.com/men-cargos/six-pockets-100-cotton-straight-fit-cargo-pants-4mso4668-04/8731083866274/buy
00532.webp,https://d2wbq7o4qxi60y.cloudfront.net/8112042868898/1-800.webp,8112042868898,Starkie Beige Cargo Pant,['Beige'],Slim Fit,Plain,Cotton Blend,845.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/starkie-beige-cargo-pant/8112042868898/buy
00533.webp,https://d2wbq7o4qxi60y.cloudfront.net/8686798635170/1-800.webp,8686798635170,Baggy Fit Clean Look Cargo Jeans,['Blue'],Baggy Fit,Plain,Cotton Blend,1073.0,4.2,Cargo pants,https://www.snitch.com/men-cargos/baggy-fit-clean-look-cargo-jeans-4mso4682-01/8686798635170/buy
00534.webp,https://d2wbq7o4qxi60y.cloudfront.net/8316833956002/1-800.webp,8316833956002,Pockethrive Olive Corduroy Cargo Pant,['Olive'],Relaxed Fit,Plain,Polyester,845.0,4.3,Cargo pants,https://www.snitch.com/men-cargos/pockethrive-olive-corduroy-cargo-pant/8316833956002/buy
00535.webp,https://d2wbq7o4qxi60y.cloudfront.net/8915800096930/1-800.webp,8915800096930,6 Pocket Stretch Cargo Pants,['Grey'],Regular Fit,Plain,Cotton Blend,1019.0,4.3,Cargo pants,https://www.snitch.com/men-cargos/regular-fit-six-pockets-stretch-cargo-pants-4mso4730-02/8915800096930/buy
00536.webp,https://d2wbq7o4qxi60y.cloudfront.net/8700942778530/1-800.webp,8700942778530,Loose Fit Cargo Pants,['Navy'],Loose Fit,Plain,Cotton Blend,1127.0,4.3,Cargo pants,https://www.snitch.com/men-cargos/dark-blue-loose-fit-cargo-pants-4mso4667-03/8700942778530/buy
00537.webp,https://d2wbq7o4qxi60y.cloudfront.net/8052024443042/1-800.webp,8052024443042,Everett Olive Cargo Pant,['Olive'],Relaxed Fit,Plain,Cotton Blend,845.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/everett-olive-cargo-pant/8052024443042/buy
00538.webp,https://d2wbq7o4qxi60y.cloudfront.net/8650169024674/1-800.webp,8650169024674,Black Mid Rise Loose Fit Cargo Pants,['Black'],Loose Fit,Plain,Cotton,959.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/black-mid-rise-loose-fit-cargo-pants-4mso4622-01/8650169024674/buy
00539.webp,https://d2wbq7o4qxi60y.cloudfront.net/8731083767970/1-800.webp,8731083767970,Straight Fit Twill Cargo Pants,['Olive'],Straight Fit,Plain,Cotton,1127.0,4.0,Cargo pants,https://www.snitch.com/men-cargos/six-pockets-100-cotton-straight-fit-cargo-pants-4mso4668-02/8731083767970/buy
00540.webp,https://d2wbq7o4qxi60y.cloudfront.net/8723833913506/1-800.webp,8723833913506,Baggy Fit Cargo Pants,['Olive'],Baggy Fit,Plain,Polyester,1409.0,4.8,Cargo pants,https://www.snitch.com/men-cargos/six-pockets-baggy-cargo-pants-4mso4587-02/8723833913506/buy
00541.webp,https://d2wbq7o4qxi60y.cloudfront.net/8659910590626/1-800.webp,8659910590626,9 Pocket Baggy Cargo Pants,['Blue'],Baggy Fit,Plain,Polyester,1073.0,4.9,Cargo pants,https://www.snitch.com/men-cargos/baggy-fit-mid-rise-blue-cargo-pants-4mso4641-02/8659910590626/buy
00542.webp,https://d2wbq7o4qxi60y.cloudfront.net/8736893632674/1-800.webp,8736893632674,6 pocket Loose Fit Cargo Pants,['Grey'],Loose Fit,Plain,Cotton Blend,1789.0,4.3,Cargo pants,https://www.snitch.com/men-cargos/six-pockets-loose-fit-stretch-cargo-pants-4mso4679-01/8736893632674/buy
00543.webp,https://d2wbq7o4qxi60y.cloudfront.net/8629658943650/1-800.webp,8629658943650,Black Slim Fit Cargo Carpenter Pant,['Black'],Slim Fit,Solid,Cotton Blend,1241.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/black-slim-fit-cargo-carpenter-pants-4c-so0021-01/8629658943650/buy
00544.webp,https://d2wbq7o4qxi60y.cloudfront.net/8879282028706/1-800.webp,8879282028706,6 Pocket Straight Fit Cargo Pants,['Olive'],Straight Fit,Plain,Polyester,1499.0,4.7,Cargo pants,https://www.snitch.com/men-cargos/straight-fit-six-pockets-cargo-pants-4mso4716-03/8879282028706/buy
00545.webp,https://d2wbq7o4qxi60y.cloudfront.net/8706854420642/1-800.webp,8706854420642,9 Pocket Baggy Cargo Jeans,['Black'],Baggy Fit,Plain,Cotton Blend,1241.0,4.9,Cargo pants,https://www.snitch.com/men-cargos/baggy-fit-textured-cargo-pants-4mso4700-01/8706854420642/buy
00546.webp,https://d2wbq7o4qxi60y.cloudfront.net/8381899833506/1-800.webp,8381899833506,Nils Loose Fit Black Cargo Pants,['Black'],Loose Fit,Plain,Cotton,1019.0,4.4,Cargo pants,https://www.snitch.com/men-cargos/nils-loose-fit-black-cargo-pants/8381899833506/buy
00547.webp,https://d2wbq7o4qxi60y.cloudfront.net/8873869934754/1-800.webp,8873869934754,6 Pocket Straight Fit Cargo Pants,['Off White'],Straight Fit,Plain,Polyester,1499.0,5.0,Cargo pants,https://www.snitch.com/men-cargos/straight-fit-six-pockets-cargo-pants-4mso4716-01/8873869934754/buy
00548.webp,https://d2wbq7o4qxi60y.cloudfront.net/8879282159778/1-800.webp,8879282159778,Regular Fit 6 Pocket Cargo Jeans,['Blue'],Regular Fit,Plain,Cotton,1319.0,5.0,Cargo pants,https://www.snitch.com/men-cargos/regular-fit-100-cotton-six-pockets-cargo-pants-4mso4687-01/8879282159778/buy
00549.webp,https://d2wbq7o4qxi60y.cloudfront.net/8889032736930/1-800.webp,8889032736930,6 Pocket Dark Blue Cargo Jeans,['Blue'],Baggy Fit,Plain,Cotton,1139.0,4.4,Cargo pants,https://www.snitch.com/men-cargos/baggy-100-cotton-six-pockets-cargo-pants-4mso4680-02/8889032736930/buy
00550.webp,https://d2wbq7o4qxi60y.cloudfront.net/8934113083554/1-800.webp,8934113083554,100% Nylon 6 Pocket Baggy Cargo Pants,['Olive'],Baggy Fit,Self-Design,Nylon,1499.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/100-nylon-six-pockets-baggy-textured-cargo-pants-4mso4708-04/8934113083554/buy
00551.webp,https://d2wbq7o4qxi60y.cloudfront.net/8704204079266/1-800.webp,8704204079266,Loose Fit Cargo Pants,['Green'],Loose Fit,Plain,Cotton Blend,1127.0,5.0,Cargo pants,https://www.snitch.com/men-cargos/loose-fit-dark-green-cargo-pants-4mso4667-02/8704204079266/buy
00552.webp,https://d2wbq7o4qxi60y.cloudfront.net/8937667166370/1-800.webp,8937667166370,100% Nylon 6 Pocket Baggy Cargo Pants,['Grey'],Baggy Fit,Self-Design,Nylon,1499.0,4.3,Cargo pants,https://www.snitch.com/men-cargos/100-nylon-six-pockets-baggy-self-design-cargo-pants-4mso4708-02/8937667166370/buy
00553.webp,https://d2wbq7o4qxi60y.cloudfront.net/8627841171618/1-800.webp,8627841171618,Mauve Loose Fit Cargo Pants,['Mauve'],Loose Fit,Plain,Cotton Blend,1879.0,4.8,Cargo pants,https://www.snitch.com/men-cargos/mauve-loose-fit-cargo-pants-4mso4658-04/8627841171618/buy
00554.webp,https://d2wbq7o4qxi60y.cloudfront.net/8601822036130/1-800.webp,8601822036130,Brown Mid Rise Relaxed Fit Cargo Pants,['Brown'],Relaxed Fit,Solid,Polyester,1295.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/brown-mid-rise-relaxed-fit-cargo-pants-4mso4650-02/8601822036130/buy
00555.webp,https://d2wbq7o4qxi60y.cloudfront.net/8915800129698/1-800.webp,8915800129698,6 Pocket Stretch Cargo Pants,['Olive'],Regular Fit,Plain,Cotton Blend,1019.0,4.2,Cargo pants,https://www.snitch.com/men-cargos/regular-fit-six-pockets-stretch-cargo-pants-4mso4730-03/8915800129698/buy
00556.webp,https://d2wbq7o4qxi60y.cloudfront.net/8937667199138/1-800.webp,8937667199138,100% Nylon 6 Pocket Baggy Cargo Pants,['Khaki'],Baggy Fit,Self-Design,Nylon,1499.0,4.3,Cargo pants,https://www.snitch.com/men-cargos/100-nylon-six-pockets-baggy-self-design-cargo-pants-4mso4708-03/8937667199138/buy
00557.webp,https://d2wbq7o4qxi60y.cloudfront.net/8814312423586/1-800.webp,8814312423586,Loose Fit Stretch Cargo Pants,['Navy'],Loose Fit,Plain,Poly Blend,1199.0,4.4,Cargo pants,https://www.snitch.com/men-cargos/five-pockets-loose-fit-cargo-pants-4mso4686-04/8814312423586/buy
00558.webp,https://d2wbq7o4qxi60y.cloudfront.net/7917260144802/1-800.webp,7917260144802,Hip Hop Ice Blue Baggy Cargo Jeans,['Light Blue'],Baggy Fit,Plain,Cotton,1019.0,4.6,Cargo pants,https://www.snitch.com/men-cargos/hip-hop-ice-blue-baggy-cargo-jeans/7917260144802/buy
00559.webp,https://d2wbq7o4qxi60y.cloudfront.net/8882044829858/1-800.webp,8882044829858,6 Pocket Baggy Corduroy Cargo Pants,['Brown'],Baggy Fit,Plain,Cotton,1259.0,4.9,Cargo pants,https://www.snitch.com/men-cargos/corduroy-100-cotton-baggy-six-pockets-cargo-pants-4mso4721-01/8882044829858/buy
00560.webp,https://d2wbq7o4qxi60y.cloudfront.net/8879282258082/1-800.webp,8879282258082,Baggy Corduroy Cargo Pants,['Olive'],Baggy Fit,Plain,Cotton,1439.0,5.0,Cargo pants,https://www.snitch.com/men-cargos/baggy-six-pockets-100-cotton-corduroy-cargo-pants-4mso4606-01/8879282258082/buy
00561.webp,https://d2wbq7o4qxi60y.cloudfront.net/8882044862626/1-800.webp,8882044862626,6 Pocket Baggy Corduroy Cargo Pants,['Beige'],Baggy Fit,Plain,Cotton,1259.0,4.6,Cargo pants,https://www.snitch.com/men-cargos/corduroy-100-cotton-baggy-six-pockets-cargo-pants-4mso4721-02/8882044862626/buy
00562.webp,https://d2wbq7o4qxi60y.cloudfront.net/8706854027426/1-800.webp,8706854027426,Regular Fit Stretch Cargo Pants,['Grey'],Regular Fit,Plain,Nylon Blend,1127.0,5.0,Cargo pants,https://www.snitch.com/men-cargos/regular-fit-stretch-cargo-pants-4mso4717-02/8706854027426/buy
00563.webp,https://d2wbq7o4qxi60y.cloudfront.net/8608762200226/1-800.webp,8608762200226,Relaxed Fit Corduroy Cargo Pants,['Navy'],Relaxed Fit,Solid,Polyester,1019.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/navy-relaxed-fit-corduroy-cargo-pants-4msr5167-05/8608762200226/buy
00564.webp,https://d2wbq7o4qxi60y.cloudfront.net/8910059045026/1-800.webp,8910059045026,6 Pocket Stretch Cargo Pants,['Grey'],Regular Fit,Plain,Cotton Blend,1019.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/regular-fit-six-pockets-stretch-cargo-pants-4mso4730-01/8910059045026/buy
00565.webp,https://d2wbq7o4qxi60y.cloudfront.net/8769689845922/1-800.webp,8769689845922,8 Pocket Baggy Cargo Jeans,['Blue'],Baggy Fit,Plain,Cotton Blend,1139.0,5.0,Cargo pants,https://www.snitch.com/men-cargos/baggy-denim-eight-pockets-cargo-pants-4mso4697-01/8769689845922/buy
00566.webp,https://d2wbq7o4qxi60y.cloudfront.net/8731083833506/1-800.webp,8731083833506,Straight Fit Twill Cargo Pants,['Brown'],Straight Fit,Plain,Cotton,1127.0,4.7,Cargo pants,https://www.snitch.com/men-cargos/six-pockets-100-cotton-straight-fit-cargo-pants-4mso4668-03/8731083833506/buy
00567.webp,https://d2wbq7o4qxi60y.cloudfront.net/8700942581922/1-800.webp,8700942581922,Loose Fit Cargo Pants,['Grey'],Loose Fit,Plain,Cotton Blend,1127.0,4.7,Cargo pants,https://www.snitch.com/men-cargos/light-grey-loose-fit-cargo-pants-4mso4667-01/8700942581922/buy
00568.webp,https://d2wbq7o4qxi60y.cloudfront.net/8841387442338/1-800.webp,8841387442338,Loose Fit Stretch Cargo Pants,['Black'],Loose Fit,Plain,Poly Blend,1199.0,4.5,Cargo pants,https://www.snitch.com/men-cargos/six-pockets-loose-fit-cargo-pants-4mso4686-05/8841387442338/buy
00569.webp,https://d2wbq7o4qxi60y.cloudfront.net/8620089475234/1-800.webp,8620089475234,Light Grey Loose Fit Cargo Pants,['Light Grey'],Loose Fit,Plain,Cotton Blend,1879.0,4.9,Cargo pants,https://www.snitch.com/men-cargos/light-grey-loose-fit-cargo-pants-4mso4658-02/8620089475234/buy
00570.webp,https://d2wbq7o4qxi60y.cloudfront.net/8316833431714/1-800.webp,8316833431714,Pockethrive Black Corduroy Cargo Pant,['Black'],Relaxed Fit,Plain,Polyester,899.0,4.4,Cargo pants,https://www.snitch.com/men-cargos/pockethrive-black-corduroy-cargo-pant/8316833431714/buy
00571.webp,https://d2wbq7o4qxi60y.cloudfront.net/8601822003362/1-800.webp,8601822003362,White Mid Rise Relaxed Fit Cargo Pants,['White'],Relaxed Fit,Solid,Polyester,1295.0,4.4,Cargo pants,https://www.snitch.com/men-cargos/white-mid-rise-relaxed-fit-cargo-pants-4mso4650-01/8601822003362/buy
00572.webp,https://d2wbq7o4qxi60y.cloudfront.net/8769689878690/1-800.webp,8769689878690,8 Pocket Baggy Cargo Jeans,['Blue'],Baggy Fit,Plain,Cotton Blend,1073.0,4.8,Cargo pants,https://www.snitch.com/men-cargos/baggy-denim-eight-pockets-cargo-pants-4mso4697-03/8769689878690/buy
